CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,AOV,Purchase_Frequency_Yearly,CLV
13233.0,74,2,605.12,2,2,3,223,Need Attention,302.56,2.5,756.4
13235.0,212,1,1031.07,1,1,4,114,Lost,1031.07,2.3701298701298703,2443.769805194805
13236.0,25,2,744.85,4,2,3,423,Potential Loyalists,372.425,2.1407624633431084,797.2734604105572
13238.0,17,4,700.73,4,4,3,443,Loyal Customers,175.1825,4.1833810888252145,732.8551575931232
13239.0,262,1,329.56,1,1,2,112,Hibernating,329.56,3.5096153846153846,1156.628846153846
13240.0,96,4,663.65,2,4,3,243,Need Attention,165.9125,5.407407407407407,897.1564814814815
13242.0,112,3,270.40000000000003,2,3,2,232,Need Attention,90.13333333333334,4.3110236220472435,388.56692913385825
13243.0,203,1,585.12,1,1,3,113,Lost,585.12,2.2392638036809815,1310.2380368098159
13244.0,93,1,121.74000000000001,2,1,1,211,Hibernating,121.74000000000001,1.336996336996337,162.76593406593406
13245.0,51,1,430.5,3,1,2,312,Promising,430.5,1.1587301587301588,498.83333333333337
13246.0,18,6,1961.52,4,5,4,454,Champions,326.92,6.293103448275863,2057.341379310345
13247.0,18,4,501.12,4,4,3,443,Loyal Customers,125.28,4.195402298850575,525.6
13248.0,125,2,465.68,2,2,2,222,Need Attention,232.84,3.029045643153527,705.2829875518672
13249.0,92,3,711.41,2,3,3,233,Need Attention,237.13666666666666,3.996350364963504,947.681204379562
13253.0,157,2,1030.4,2,2,4,224,Need Attention,515.2,3.492822966507177,1799.5023923444976
13255.0,9,2,399.51,5,2,2,522,Potential Loyalists,199.755,2.044817927170868,408.4626050420168
13258.0,12,3,672.83,5,3,3,533,Potential Loyalists,224.27666666666667,3.093220338983051,693.7371468926555
13259.0,62,1,283.18,3,1,2,312,Promising,283.18,1.200657894736842,340.0023026315789
13260.0,61,1,557.62,3,1,3,313,Lost,557.62,1.1967213114754098,667.3157377049181
13261.0,269,2,944.1,1,2,4,124,About to Sleep,472.05,7.525773195876289,3552.541237113402
13262.0,263,1,200.29,1,1,1,111,Hibernating,200.29,3.5436893203883497,709.7655339805825
13263.0,1,35,7436.93,5,5,5,555,Champions,212.48371428571429,35.0,7436.93
13265.0,53,5,2092.66,3,4,5,345,Loyal Customers,418.532,5.830670926517572,2440.322364217252
13266.0,11,12,3834.2599999999998,5,5,5,555,Champions,319.52166666666665,12.338028169014084,3942.2673239436617
13267.0,3,19,4521.49,5,5,5,555,Champions,237.97315789473683,19.104683195592287,4546.4017906336085
13268.0,18,11,3174.75,4,5,5,455,Champions,288.6136363636364,11.53735632183908,3329.8383620689656
13269.0,1,15,5343.28,5,5,5,555,Champions,356.21866666666665,15.0,5343.28
13270.0,366,1,590.0,1,1,3,113,Lost,590.0,inf,inf
13271.0,37,1,211.49,3,1,1,311,Promising,211.49,1.1094224924012157,234.63176291793312
13272.0,31,2,276.56,4,2,2,422,Potential Loyalists,138.28,2.1791044776119404,301.3265671641791
13273.0,113,1,138.98,2,1,1,211,Hibernating,138.98,1.4426877470355732,200.50474308300394
13276.0,64,2,590.9300000000001,3,2,3,323,Potential Loyalists,295.46500000000003,2.4172185430463577,714.2034768211922
13277.0,16,4,258.4,4,4,2,442,Potential Loyalists,64.6,4.171428571428572,269.4742857142857
13278.0,41,1,542.73,3,1,3,313,Lost,542.73,1.123076923076923,609.5275384615385
13279.0,78,1,137.75,2,1,1,211,Hibernating,137.75,1.2673611111111112,174.57899305555557
13280.0,122,3,798.46,2,3,3,233,Need Attention,266.15333333333336,4.487704918032787,1194.4176229508198
13282.0,18,3,1132.14,4,3,4,434,Potential Loyalists,377.38000000000005,3.1465517241379315,1187.4456896551728
13283.0,60,2,93.66,3,2,1,321,Promising,46.83,2.3856209150326797,111.71862745098039
13284.0,331,1,201.19,1,1,1,111,Hibernating,201.19,10.428571428571429,2098.1242857142856
13285.0,23,4,2709.12,4,4,5,445,Champions,677.28,4.256559766763848,2882.882798833819
13291.0,156,1,361.11,2,1,2,212,Hibernating,361.11,1.7380952380952381,627.6435714285715
13292.0,39,2,578.9399999999999,3,2,3,323,Potential Loyalists,289.46999999999997,2.232415902140673,646.2174311926605
13294.0,190,2,873.74,1,2,3,123,About to Sleep,436.87,4.1477272727272725,1812.0176136363636
13295.0,360,1,201.20000000000002,1,1,1,111,Hibernating,201.20000000000002,60.833333333333336,12239.666666666668
13296.0,137,1,87.4,2,1,1,211,Hibernating,87.4,1.5938864628820961,139.3056768558952
13297.0,8,4,2089.85,5,4,5,545,Champions,522.4625,4.078212290502793,2130.7129888268155
13298.0,1,1,360.0,5,1,2,512,New Customers,360.0,1.0,360.0
13299.0,268,1,142.5,1,1,1,111,Hibernating,142.5,3.7244897959183674,530.7397959183673
13300.0,169,1,371.89,2,1,2,212,Hibernating,371.89,1.8527918781725887,689.034771573604
13301.0,104,4,618.09,2,4,3,243,Need Attention,154.5225,5.572519083969466,861.0795801526718
13302.0,155,1,63.75,2,1,1,211,Hibernating,63.75,1.7298578199052133,110.27843601895735
13304.0,351,1,300.42,1,1,2,112,Hibernating,300.42,24.333333333333332,7310.22
13305.0,4,10,2000.86,5,5,4,554,Champions,200.08599999999998,10.082872928176796,2017.4417127071822
13307.0,120,1,15.0,2,1,1,211,Hibernating,15.0,1.483739837398374,22.256097560975608
13308.0,23,3,1385.51,4,3,4,434,Potential Loyalists,461.83666666666664,3.192419825072886,1474.3765306122448
13309.0,7,5,1456.79,5,4,4,544,Champions,291.358,5.0835654596100275,1481.1374651810584
13310.0,28,3,1132.03,4,3,4,434,Potential Loyalists,377.3433333333333,3.2396449704142016,1222.4584319526627
13311.0,4,2,598.57,5,2,3,523,Potential Loyalists,299.285,2.016574585635359,603.5305248618786
13313.0,22,5,1555.32,4,4,4,444,Champions,311.06399999999996,5.305232558139536,1650.2668604651162
13314.0,2,3,775.94,5,3,3,533,Potential Loyalists,258.6466666666667,3.008241758241758,778.0717032967034
13316.0,37,4,5732.93,3,4,5,345,Loyal Customers,1433.2325,4.437689969604863,6360.2414893617015
13317.0,66,6,2273.68,3,5,5,355,Loyal Customers,378.94666666666666,7.299999999999999,2766.3106666666663
13318.0,1,3,640.76,5,3,3,533,Potential Loyalists,213.58666666666667,3.0,640.76
13319.0,5,26,10845.550000000001,5,5,5,555,Champions,417.1365384615385,26.288088642659275,10965.722299168974
13320.0,78,4,1532.2,2,4,4,244,Need Attention,383.05,5.069444444444445,1941.8506944444446
13321.0,72,2,567.36,3,2,3,323,Potential Loyalists,283.68,2.4829931972789114,704.3755102040816
13322.0,17,1,199.48000000000002,4,1,1,411,New Customers,199.48000000000002,1.0458452722063036,208.62521489971346
13323.0,3,5,787.85,5,4,3,543,Loyal Customers,157.57,5.027548209366391,792.1907713498622
13324.0,36,10,7121.95,3,5,5,355,Loyal Customers,712.1949999999999,11.060606060606059,7877.308333333332
13325.0,82,1,675.3,2,1,3,213,Lost,675.3,1.2852112676056338,867.9031690140844
13327.0,39,8,3627.77,3,5,5,355,Loyal Customers,453.47125,8.929663608562691,4049.345718654434
13328.0,316,1,1308.48,1,1,4,114,Lost,1308.48,7.3,9551.904
13329.0,32,2,789.0,4,2,3,423,Potential Loyalists,394.5,2.18562874251497,862.2305389221556
13330.0,93,3,1140.93,2,3,4,234,Need Attention,380.31,4.010989010989011,1525.4192307692308
13332.0,14,1,350.9,4,1,2,412,New Customers,350.9,1.0369318181818181,363.85937499999994
13334.0,82,3,3502.32,2,3,5,235,Need Attention,1167.44,3.855633802816901,4501.2211267605635
13336.0,77,1,795.12,2,1,3,213,Lost,795.12,1.2629757785467128,1004.2173010380623
13338.0,158,1,487.02,2,1,2,212,Hibernating,487.02,1.7548076923076923,854.6264423076923
13339.0,201,1,860.12,1,1,3,113,Lost,860.12,2.212121212121212,1902.6896969696968
13340.0,45,7,10736.48,3,5,5,355,Loyal Customers,1533.782857142857,7.959501557632398,12208.147040498441
13341.0,261,1,775.85,1,1,3,113,Lost,775.85,3.4761904761904763,2697.002380952381
13343.0,178,1,353.43,2,1,2,212,Hibernating,353.43,1.9414893617021276,686.180585106383
13344.0,68,3,2511.69,3,3,5,335,Potential Loyalists,837.23,3.674496644295302,3076.398825503356
13345.0,288,1,389.5,1,1,2,112,Hibernating,389.5,4.67948717948718,1822.6602564102566
13347.0,70,1,341.36,3,1,2,312,Promising,341.36,1.2331081081081081,420.9337837837838
13348.0,64,1,233.76,3,1,1,311,Promising,233.76,1.2086092715231789,282.5245033112583
13349.0,11,1,247.32,5,1,1,511,New Customers,247.32,1.028169014084507,254.28676056338026
13350.0,16,2,979.12,4,2,4,424,Potential Loyalists,489.56,2.085714285714286,1021.0822857142858
13351.0,66,1,373.94,3,1,2,312,Promising,373.94,1.2166666666666666,454.96033333333327
13352.0,60,1,397.97999999999996,3,1,2,312,Promising,397.97999999999996,1.1928104575163399,474.71470588235286
13354.0,71,1,743.53,3,1,3,313,Lost,743.53,1.2372881355932204,919.9608474576271
13355.0,122,1,674.7,2,1,3,213,Lost,674.7,1.4959016393442623,1009.2848360655739
13356.0,80,1,768.24,2,1,3,213,Lost,768.24,1.2762237762237763,980.4461538461538
13357.0,257,1,609.4,1,1,3,113,Lost,609.4,3.3486238532110093,2040.651376146789
13358.0,269,1,439.03,1,1,2,112,Hibernating,439.03,3.7628865979381443,1652.0201030927833
13359.0,64,1,439.56,3,1,2,312,Promising,439.56,1.2086092715231789,531.2562913907285
13362.0,9,4,3090.7400000000002,5,4,5,545,Champions,772.6850000000001,4.089635854341736,3160.000280112045
13363.0,18,2,992.5,4,2,4,424,Potential Loyalists,496.25,2.0977011494252875,1040.9841954022988
13364.0,71,1,134.95999999999998,3,1,1,311,Promising,134.95999999999998,1.2372881355932204,166.984406779661
13365.0,34,2,2225.37,3,2,5,325,Potential Loyalists,1112.685,2.1987951807228914,2446.5664156626503
13366.0,50,1,56.160000000000004,3,1,1,311,Promising,56.160000000000004,1.1550632911392404,64.86835443037975
13368.0,257,2,623.4,1,2,3,123,About to Sleep,311.7,6.697247706422019,2087.532110091743
13369.0,366,1,308.28000000000003,1,1,2,112,Hibernating,308.28000000000003,inf,inf
13370.0,372,1,754.87,1,1,3,113,Lost,754.87,-60.833333333333336,-45921.25833333334
13372.0,90,1,378.64,2,1,2,212,Hibernating,378.64,1.3224637681159421,500.73768115942033
13373.0,61,3,3312.25,3,3,5,335,Potential Loyalists,1104.0833333333333,3.5901639344262293,3963.8401639344256
13375.0,89,1,778.65,2,1,3,213,Lost,778.65,1.3176895306859207,1026.018953068592
13376.0,99,3,1019.76,2,3,4,234,Need Attention,339.92,4.101123595505618,1394.0539325842697
13379.0,26,3,572.56,4,3,3,433,Potential Loyalists,190.85333333333332,3.2205882352941178,614.66
13381.0,32,6,3639.31,4,5,5,455,Champions,606.5516666666666,6.55688622754491,3977.0902694610772
13382.0,281,1,222.99,1,1,1,111,Hibernating,222.99,4.294117647058823,957.545294117647
13384.0,31,7,4151.93,4,5,5,455,Champions,593.1328571428572,7.6268656716417915,4523.744626865672
13385.0,330,1,534.57,1,1,3,113,Lost,534.57,10.13888888888889,5419.945833333334
13388.0,131,2,677.1,2,2,3,223,Need Attention,338.55,3.106382978723404,1051.6659574468085
13389.0,11,3,797.96,5,3,3,533,Potential Loyalists,265.9866666666667,3.084507042253521,820.4377464788732
13390.0,75,1,544.08,2,1,3,213,Lost,544.08,1.254295532646048,682.4371134020619
13391.0,204,1,59.8,1,1,1,111,Hibernating,59.8,2.253086419753086,134.73456790123456
13394.0,2,8,2520.02,5,5,5,555,Champions,315.0025,8.021978021978022,2526.943131868132
13395.0,185,1,307.72,1,1,2,112,Hibernating,307.72,2.016574585635359,620.5403314917128
13396.0,29,2,1360.99,4,2,4,424,Potential Loyalists,680.495,2.166172106824926,1474.069287833828
13397.0,73,5,1544.13,2,4,4,244,Need Attention,308.826,6.228668941979523,1923.5749146757682
13398.0,192,1,457.34,1,1,2,112,Hibernating,457.34,2.0977011494252875,959.3626436781609
13402.0,127,2,621.23,2,2,3,223,Need Attention,310.615,3.0543933054393304,948.7403765690376
13403.0,18,1,75.0,4,1,1,411,New Customers,75.0,1.0488505747126438,78.66379310344828
13404.0,1,2,252.49,5,2,2,522,Potential Loyalists,126.245,2.0,252.49
13405.0,74,3,572.451,2,3,3,233,Need Attention,190.817,3.75,715.56375
13408.0,2,62,28117.04,5,5,5,555,Champions,453.5006451612903,62.17032967032967,28194.284615384615
13410.0,24,5,1003.06,4,4,4,444,Champions,200.612,5.33625730994152,1070.5172514619883
13411.0,107,1,213.55,2,1,1,211,Hibernating,213.55,1.4092664092664093,300.9488416988417
13414.0,134,3,1390.5,2,3,4,234,Need Attention,463.5,4.719827586206897,2187.6400862068967
13416.0,44,2,712.5,3,2,3,323,Potential Loyalists,356.25,2.267080745341615,807.6475155279504
13417.0,5,2,640.83,5,2,3,523,Potential Loyalists,320.415,2.0221606648199444,647.9306094182825
13418.0,12,18,6127.43,5,5,5,555,Champions,340.4127777777778,18.559322033898304,6317.830367231639
13419.0,64,1,221.06,3,1,1,311,Promising,221.06,1.2086092715231789,267.17516556291395
13420.0,150,2,159.85,2,2,1,221,Hibernating,79.925,3.3796296296296298,270.11689814814815
13421.0,40,2,1833.71,3,2,4,324,Potential Loyalists,916.855,2.2392638036809815,2053.0802147239265
13422.0,64,1,2626.3,3,1,5,315,Lost,2626.3,1.2086092715231789,3174.170529801325
13425.0,108,3,1624.21,2,3,4,234,Need Attention,541.4033333333333,4.244186046511628,2297.8164728682173
13426.0,1,10,3641.32,5,5,5,555,Champions,364.132,10.0,3641.32
13427.0,19,3,582.6,4,3,3,433,Potential Loyalists,194.20000000000002,3.155619596541787,612.821325648415
13428.0,10,1,201.78,5,1,1,511,New Customers,201.78,1.0252808988764044,206.88117977528088
13429.0,11,4,1006.8,5,4,4,544,Champions,251.7,4.112676056338028,1035.1605633802817
13430.0,19,2,679.45,4,2,3,423,Potential Loyalists,339.725,2.1037463976945245,714.6952449567724
13431.0,67,2,1269.1,3,2,4,324,Potential Loyalists,634.55,2.4414715719063547,1549.2357859531771
13434.0,74,2,534.24,2,2,3,223,Need Attention,267.12,2.5,667.8
13435.0,5,7,3809.8900000000003,5,5,5,555,Champions,544.2700000000001,7.077562326869805,3852.10484764543
13436.0,2,1,196.89,5,1,1,511,New Customers,196.89,1.0027472527472527,197.43090659340658
13437.0,14,7,3408.06,4,5,5,455,Champions,486.86571428571426,7.258522727272727,3533.925852272727
13439.0,255,1,283.71,1,1,2,112,Hibernating,283.71,3.2882882882882885,932.9202702702703
13441.0,92,1,296.64,2,1,2,212,Hibernating,296.64,1.332116788321168,395.15912408759124
13447.0,23,3,1129.14,4,3,4,434,Potential Loyalists,376.38000000000005,3.192419825072886,1201.5629737609331
13448.0,17,6,3534.69,4,5,5,455,Champions,589.115,6.275071633237822,3696.7388252148994
13449.0,24,1,291.88,4,1,2,412,New Customers,291.88,1.067251461988304,311.5093567251462
13450.0,27,6,2043.7199999999998,4,5,4,454,Champions,340.61999999999995,6.460176991150442,2200.465486725663
13451.0,26,5,2898.2599999999998,4,4,5,445,Champions,579.6519999999999,5.367647058823529,3111.367352941176
13452.0,259,2,590.0,1,2,3,123,About to Sleep,295.0,6.822429906542056,2012.6168224299065
13453.0,166,2,356.97999999999996,2,2,2,222,Need Attention,178.48999999999998,3.65,651.4884999999999
13455.0,25,2,1058.34,4,2,4,424,Potential Loyalists,529.17,2.1407624633431084,1132.8272727272727
13456.0,18,6,1766.72,4,5,4,454,Champions,294.4533333333333,6.293103448275863,1853.025287356322
13458.0,7,14,9646.57,5,5,5,555,Champions,689.0407142857142,14.233983286908078,9807.794011142061
13460.0,29,2,183.44,4,2,1,421,New Customers,91.72,2.166172106824926,198.68130563798218
13461.0,39,3,1445.0,3,3,4,334,Potential Loyalists,481.6666666666667,3.3486238532110093,1612.920489296636
13462.0,253,1,151.5,1,1,1,111,Hibernating,151.5,3.230088495575221,489.358407079646
13464.0,58,1,674.68,3,1,3,313,Lost,674.68,1.1850649350649352,799.5396103896104
13466.0,184,1,307.9,1,1,2,112,Hibernating,307.9,2.0054945054945055,617.4917582417581
13467.0,11,2,1071.91,5,2,4,524,Potential Loyalists,535.955,2.056338028169014,1102.104647887324
13468.0,2,37,5704.97,5,5,5,555,Champions,154.1883783783784,37.10164835164835,5720.642994505494
13470.0,99,2,165.0,2,2,1,221,Hibernating,82.5,2.7340823970037453,225.56179775280899
13471.0,1,4,2501.84,5,4,5,545,Champions,625.46,4.0,2501.84
13473.0,61,2,422.64,3,2,2,322,Potential Loyalists,211.32,2.3934426229508197,505.7822950819672
13474.0,236,1,226.84,1,1,1,111,Hibernating,226.84,2.8076923076923075,636.896923076923
13475.0,191,4,1431.78,1,4,4,144,About to Sleep,357.945,8.342857142857143,2986.284
13476.0,179,2,1238.47,2,2,4,224,Need Attention,619.235,3.9037433155080214,2417.3344919786095
13477.0,38,6,1454.58,3,5,4,354,Loyal Customers,242.42999999999998,6.676829268292683,1618.663719512195
13479.0,201,2,300.95,1,2,2,122,About to Sleep,150.475,4.424242424242424,665.7378787878787
13481.0,46,5,1804.56,3,4,4,344,Loyal Customers,360.912,5.703125,2058.32625
13482.0,232,1,184.64,1,1,1,111,Hibernating,184.64,2.7238805970149254,502.93731343283577
13483.0,66,1,140.34,3,1,1,311,Promising,140.34,1.2166666666666666,170.74699999999999
13484.0,241,1,313.8,1,1,2,112,Hibernating,313.8,2.92,916.296
13485.0,233,1,454.24,1,1,2,112,Hibernating,454.24,2.744360902255639,1246.5984962406014
13486.0,78,3,1122.41,2,3,4,234,Need Attention,374.1366666666667,3.8020833333333335,1422.4987847222224
13487.0,58,3,575.4,3,3,3,333,Potential Loyalists,191.79999999999998,3.5551948051948052,681.8863636363636
13488.0,17,13,8968.31,4,5,5,455,Champions,689.87,13.595988538681947,9379.464613180515
13489.0,105,4,449.52,2,4,2,242,Need Attention,112.38,5.593869731800766,628.6390804597701
13491.0,52,10,1215.82,3,5,4,354,Loyal Customers,121.582,11.624203821656051,1413.293949044586
13492.0,136,3,1269.84,2,3,4,234,Need Attention,423.28,4.760869565217391,2015.180869565217
13493.0,275,2,618.63,1,2,3,123,About to Sleep,309.315,8.021978021978022,2481.318131868132
13494.0,312,1,316.26000000000005,1,1,2,112,Hibernating,316.26000000000005,6.7592592592592595,2137.683333333334
13495.0,8,5,2044.8700000000001,5,4,4,544,Champions,408.97400000000005,5.097765363128492,2084.853491620112
13496.0,11,2,653.33,5,2,3,523,Potential Loyalists,326.665,2.056338028169014,671.733661971831
13497.0,283,2,348.05,1,2,2,122,About to Sleep,174.025,8.795180722891565,1530.5813253012047
13499.0,18,5,1159.11,4,4,4,444,Champions,231.82199999999997,5.244252873563219,1215.7331896551723
13500.0,23,3,1166.77,4,3,4,434,Potential Loyalists,388.92333333333335,3.192419825072886,1241.606559766764
13501.0,288,1,1340.32,1,1,4,114,Lost,1340.32,4.67948717948718,6272.010256410256
13502.0,17,3,292.0,4,3,2,432,Potential Loyalists,97.33333333333333,3.137535816618911,305.3868194842406
13503.0,71,1,216.85,3,1,1,311,Promising,216.85,1.2372881355932204,268.30593220338983
13504.0,64,1,295.93,3,1,2,312,Promising,295.93,1.2086092715231789,357.6637417218543
13505.0,73,4,4393.63,2,4,5,245,Need Attention,1098.4075,4.982935153583618,5473.2933447098985
13506.0,316,2,458.52,1,2,2,122,About to Sleep,229.26,14.6,3347.196
13507.0,3,4,2479.16,5,4,5,545,Champions,619.79,4.022038567493113,2492.8192837465563
13508.0,244,1,110.97,1,1,1,111,Hibernating,110.97,2.9918032786885247,332.00040983606556
13509.0,9,7,979.72,5,5,4,554,Champions,139.96,7.156862745098039,1001.6745098039215
13510.0,1,4,1791.56,5,4,4,544,Champions,447.89,4.0,1791.56
13512.0,261,1,251.21,1,1,2,112,Hibernating,251.21,3.4761904761904763,873.2538095238095
13513.0,127,1,205.1,2,1,1,211,Hibernating,205.1,1.5271966527196652,313.2280334728033
13514.0,74,1,152.20000000000002,2,1,1,211,Hibernating,152.20000000000002,1.25,190.25000000000003
13515.0,73,4,891.12,2,4,3,243,Need Attention,222.78,4.982935153583618,1110.0982935153584
13516.0,21,3,1389.41,4,3,4,434,Potential Loyalists,463.1366666666667,3.1739130434782608,1469.955507246377
13517.0,60,3,2128.42,3,3,5,335,Potential Loyalists,709.4733333333334,3.5784313725490193,2538.801633986928
13518.0,86,1,627.16,2,1,3,213,Lost,627.16,1.3035714285714286,817.5478571428571
13519.0,78,1,122.75,2,1,1,211,Hibernating,122.75,1.2673611111111112,155.56857638888889
13520.0,59,6,3624.35,3,5,5,355,Loyal Customers,604.0583333333333,7.133550488599349,4309.080618892508
13521.0,1,3,1071.73,5,3,4,534,Potential Loyalists,357.24333333333334,3.0,1071.73
13522.0,30,1,125.80000000000001,4,1,1,411,New Customers,125.80000000000001,1.0863095238095237,136.6577380952381
13523.0,33,5,3964.88,4,4,5,445,Champions,792.976,5.48048048048048,4345.889489489489
13524.0,41,5,680.1800000000001,3,4,3,343,Loyal Customers,136.036,5.615384615384615,763.8944615384615
13525.0,15,2,628.78,4,2,3,423,Potential Loyalists,314.39,2.07977207977208,653.8595441595442
13527.0,34,7,2242.36,3,5,5,355,Loyal Customers,320.33714285714285,7.69578313253012,2465.2451807228913
13529.0,79,2,307.76,2,2,2,222,Need Attention,153.88,2.543554006968641,391.4020905923345
13531.0,205,2,483.8,1,2,2,122,About to Sleep,241.9,4.53416149068323,1096.8136645962734
13532.0,34,1,210.31,3,1,1,311,Promising,210.31,1.0993975903614457,231.21430722891566
13533.0,183,3,269.09,1,3,2,132,About to Sleep,89.69666666666666,5.983606557377049,536.70956284153
13534.0,2,25,5870.08,5,5,5,555,Champions,234.8032,25.068681318681318,5886.206593406593
13536.0,1,7,3444.39,5,5,5,555,Champions,492.05571428571426,7.0,3444.39
13538.0,43,7,1280.85,3,5,4,354,Loyal Customers,182.97857142857143,7.910216718266254,1447.4001547987616
13539.0,86,3,631.34,2,3,3,233,Need Attention,210.4466666666667,3.9107142857142856,822.9967857142858
13544.0,40,2,276.06,3,2,2,322,Potential Loyalists,138.03,2.2392638036809815,309.0855828220859
13546.0,12,3,621.09,5,3,3,533,Potential Loyalists,207.03,3.093220338983051,640.389406779661
13548.0,96,2,678.16,2,2,3,223,Need Attention,339.08,2.7037037037037037,916.7718518518518
13549.0,26,7,918.2,4,5,3,453,Loyal Customers,131.17142857142858,7.514705882352941,985.714705882353
13551.0,319,1,91.80000000000001,1,1,1,111,Hibernating,91.80000000000001,7.76595744680851,712.9148936170213
13552.0,66,12,3740.07,3,5,5,355,Loyal Customers,311.6725,14.599999999999998,4550.4185
13555.0,74,4,4098.88,2,4,5,245,Need Attention,1024.72,5.0,5123.6
13557.0,28,2,584.06,4,2,3,423,Potential Loyalists,292.03,2.1597633136094676,630.7156804733728
13558.0,6,4,594.52,5,4,3,543,Loyal Customers,148.63,4.055555555555555,602.7772222222221
13560.0,7,1,171.42000000000002,5,1,1,511,New Customers,171.42000000000002,1.0167130919220055,174.2849582172702
13561.0,216,1,141.85999999999999,1,1,1,111,Hibernating,141.85999999999999,2.433333333333333,345.1926666666666
13562.0,82,3,1799.33,2,3,4,234,Need Attention,599.7766666666666,3.855633802816901,2312.519190140845
13563.0,84,2,777.53,2,2,3,223,Need Attention,388.765,2.5886524822695036,1006.3774822695035
13564.0,144,3,1724.67,2,3,4,234,Need Attention,574.89,4.9324324324324325,2835.606081081081
13565.0,19,2,240.22,4,2,1,421,New Customers,120.11,2.1037463976945245,252.68097982708935
13566.0,41,2,856.84,3,2,3,323,Potential Loyalists,428.42,2.246153846153846,962.2972307692309
13568.0,173,1,187.05,2,1,1,211,Hibernating,187.05,1.8911917098445596,353.74740932642493
13569.0,17,2,338.62,4,2,2,422,Potential Loyalists,169.31,2.0916905444126073,354.14412607449856
13570.0,243,1,239.49,1,1,1,111,Hibernating,239.49,2.967479674796748,710.6817073170731
13571.0,13,12,2088.94,5,5,5,555,Champions,174.07833333333335,12.407932011331443,2159.952124645892
13572.0,206,1,1384.25,1,1,4,114,Lost,1384.25,2.28125,3157.8203125
13573.0,50,2,290.25,3,2,2,322,Potential Loyalists,145.125,2.310126582278481,335.25712025316454
13575.0,23,5,732.0699999999999,4,4,3,443,Loyal Customers,146.414,5.320699708454811,779.0249271137026
13576.0,10,18,6717.34,5,5,5,555,Champions,373.18555555555554,18.45505617977528,6887.160393258427
13577.0,25,4,1687.6000000000001,4,4,4,444,Champions,421.90000000000003,4.281524926686217,1806.375366568915
13579.0,15,2,467.04,4,2,2,422,Potential Loyalists,233.52,2.07977207977208,485.6683760683761
13581.0,309,1,118.0,1,1,1,111,Hibernating,118.0,6.4035087719298245,755.6140350877193
13583.0,156,1,781.03,2,1,3,213,Lost,781.03,1.7380952380952381,1357.5045238095238
13584.0,307,1,142.4,1,1,1,111,Hibernating,142.4,6.186440677966102,880.949152542373
13587.0,64,1,712.4,3,1,3,313,Lost,712.4,1.2086092715231789,861.0132450331126
13588.0,16,9,2478.95,4,5,5,455,Champions,275.43888888888887,9.385714285714286,2585.1907142857144
13589.0,15,2,379.65,4,2,2,422,Potential Loyalists,189.825,2.07977207977208,394.79273504273505
13590.0,11,6,1981.92,5,5,4,554,Champions,330.32,6.169014084507042,2037.748732394366
13591.0,65,3,1117.13,3,3,4,334,Potential Loyalists,372.3766666666667,3.637873754152824,1354.6593023255816
13592.0,36,4,247.95999999999998,3,4,1,341,Lost,61.989999999999995,4.424242424242424,274.2587878787878
13593.0,108,5,2011.88,2,4,4,244,Need Attention,402.37600000000003,7.073643410852713,2846.2643410852716
13594.0,53,1,396.97,3,1,2,312,Promising,396.97,1.1661341853035143,462.9202875399361
13596.0,6,2,664.11,5,2,3,523,Potential Loyalists,332.055,2.0277777777777777,673.33375
13598.0,47,1,160.04,3,1,1,311,Promising,160.04,1.1442006269592477,183.117868338558
13599.0,1,21,5149.92,5,5,5,555,Champions,245.2342857142857,21.0,5149.92
13600.0,312,1,219.52,1,1,1,111,Hibernating,219.52,6.7592592592592595,1483.7925925925927
13601.0,45,2,693.32,3,2,3,323,Potential Loyalists,346.66,2.2741433021806854,788.3545171339565
13602.0,65,1,428.89,3,1,2,312,Promising,428.89,1.212624584717608,520.0825581395349
13603.0,26,1,164.34,4,1,1,411,New Customers,164.34,1.0735294117647058,176.42382352941175
13606.0,29,3,276.75,4,3,2,432,Potential Loyalists,92.25,3.249258160237389,299.7440652818991
13607.0,40,1,675.51,3,1,3,313,Lost,675.51,1.1196319018404908,756.3225460122699
13610.0,12,7,1082.33,5,5,4,554,Champions,154.6185714285714,7.2175141242937855,1115.9617231638417
13611.0,89,3,1154.4,2,3,4,234,Need Attention,384.8,3.953068592057762,1521.1407942238268
13614.0,24,4,1585.46,4,4,4,444,Champions,396.365,4.269005847953216,1692.0845029239765
13615.0,319,1,417.69,1,1,2,112,Hibernating,417.69,7.76595744680851,3243.762765957447
13617.0,40,3,544.18,3,3,3,333,Potential Loyalists,181.39333333333332,3.3588957055214723,609.2812883435582
13618.0,174,1,177.34,2,1,1,211,Hibernating,177.34,1.9010416666666667,337.1307291666667
13621.0,117,1,213.85,2,1,1,211,Hibernating,213.85,1.465863453815261,313.47489959839356
13623.0,31,5,727.74,4,4,3,443,Loyal Customers,145.548,5.447761194029851,792.9107462686567
13626.0,253,1,257.23,1,1,2,112,Hibernating,257.23,3.230088495575221,830.8756637168142
13627.0,59,5,1638.47,3,4,4,344,Loyal Customers,327.694,5.944625407166124,1948.018078175896
13629.0,23,11,7792.36,4,5,5,455,Champions,708.3963636363636,11.705539358600582,8292.161516034985
13630.0,5,7,2031.78,5,5,4,554,Champions,290.2542857142857,7.077562326869805,2054.292797783933
